,ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
604,214040951,1,2041-11-20,57.0,2,0.0,0.0,No,0.0,Yes,M,z_High School,Student,29,Private,9240,1,Pickup,yes,8336,2,Yes,5,2463,1.0,1,Highly Urban/ Urban
605,698704491,0,2052-07-21,47.0,0,15.0,91221.0,No,263877.0,Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,1500,4,Sports Car,no,5385,2,No,2,465,7.0,1,Highly Urban/ Urban
606,344781057,0,2055-06-04,44.0,2,12.0,6035.0,Yes,0.0,No,M,<High School,Student,29,Private,6500,10,Pickup,yes,23949,1,Yes,6,0,1.0,0,Highly Urban/ Urban
607,746641102,0,2055-04-15,44.0,0,10.0,146338.0,No,0.0,No,M,Masters,z_Blue Collar,21,Commercial,22620,1,Panel Truck,no,37211,3,Yes,3,5016,10.0,1,Highly Urban/ Urban
608,790738376,1,2053-03-25,46.0,0,8.0,109874.0,No,319629.0,Yes,M,Bachelors,z_Blue Collar,72,Private,19450,6,SUV,no,0,0,No,2,0,6.0,0,Highly Urban/ Urban
609,819469146,0,2044-09-15,55.0,0,8.0,245498.0,No,0.0,No,M,PhD,z_Blue Collar,13,Commercial,33790,1,Panel Truck,yes,7531,2,No,1,0,18.0,0,Highly Urban/ Urban
610,247830994,0,2047-07-04,52.0,0,13.0,255823.0,No,0.0,No,z_F,PhD,Manager,54,Commercial,47030,6,Panel Truck,no,0,0,No,3,0,8.0,0,Highly Urban/ Urban
611,236044172,0,2056-03-09,43.0,2,7.0,33703.0,No,87190.0,Yes,z_F,PhD,Home Maker,5,Private,19010,1,SUV,no,1159,3,No,0,0,9.0,0,Highly Urban/ Urban
612,18197959,0,2047-02-07,52.0,0,11.0,12363.0,No,160661.0,Yes,M,<High School,Clerical,42,Private,2740,13,Minivan,no,0,0,Yes,0,0,1.0,0,Highly Urban/ Urban
613,853551610,0,2047-12-18,51.0,0,10.0,8900.0,No,80818.0,Yes,z_F,z_High School,Home Maker,65,Private,11600,1,Minivan,no,0,0,No,1,0,1.0,0,z_Highly Rural/ Rural
614,962365648,0,2052-10-13,47.0,0,12.0,47235.0,No,205801.0,No,M,z_High School,z_Blue Collar,27,Private,10920,4,Pickup,yes,9933,2,No,2,3354,1.0,1,Highly Urban/ Urban
615,416746837,0,2047-01-07,52.0,0,10.0,27019.0,No,142929.0,No,z_F,Bachelors,Professional,59,Private,9400,16,Sports Car,no,0,0,No,1,0,13.0,0,z_Highly Rural/ Rural
616,846741025,0,2065-08-14,34.0,2,0.0,0.0,Yes,0.0,No,z_F,z_High School,Student,22,Private,11520,9,SUV,no,0,0,Yes,0,0,9.0,0,Highly Urban/ Urban
617,316861921,0,2058-04-18,41.0,0,10.0,198600.0,No,460196.0,Yes,z_F,PhD,Manager,5,Private,19480,6,SUV,no,0,0,No,2,0,12.0,0,Highly Urban/ Urban
618,489794163,0,2050-12-04,48.0,0,10.0,7302.0,No,160661.0,No,z_F,<High School,Student,27,Private,7030,10,SUV,no,3564,1,No,3,5911,1.0,1,Highly Urban/ Urban
619,655100096,0,2032-07-26,67.0,0,15.0,2558.0,No,0.0,Yes,M,z_High School,Student,41,Commercial,1500,1,SUV,yes,0,0,No,2,0,1.0,0,Highly Urban/ Urban
620,931284621,0,2056-09-24,43.0,0,14.0,30037.0,No,166871.0,Yes,M,<High School,z_Blue Collar,5,Private,11920,3,Pickup,yes,25664,3,Yes,3,0,1.0,0,Highly Urban/ Urban
621,568743363,0,2063-11-03,36.0,3,15.0,79457.0,Yes,213122.0,No,z_F,Bachelors,Professional,34,Private,5100,1,SUV,no,0,0,No,1,1368,8.0,1,Highly Urban/ Urban
622,470253509,0,2041-09-09,58.0,0,14.0,37991.0,No,160661.0,No,z_F,z_High School,Manager,23,Private,14000,4,Sports Car,no,0,0,Yes,2,3998,1.0,1,Highly Urban/ Urban
623,779542452,0,2062-08-05,37.0,1,12.0,64020.0,Yes,0.0,No,z_F,Bachelors,Professional,42,Private,15620,4,Minivan,no,0,0,No,1,0,10.0,0,Highly Urban/ Urban
624,307096281,0,2055-01-24,44.0,0,11.0,108412.0,No,0.0,No,M,PhD,Doctor,47,Private,1500,1,Minivan,no,7859,1,No,0,0,18.0,0,Highly Urban/ Urban
625,279632339,0,2048-06-05,51.0,0,7.0,94082.0,No,255867.0,Yes,M,Bachelors,Manager,57,Private,15140,9,Minivan,yes,0,0,No,2,0,9.0,0,Highly Urban/ Urban
626,427768498,0,2071-01-11,28.0,2,9.0,54005.0,No,164212.0,Yes,z_F,Bachelors,z_Blue Collar,46,Commercial,1500,1,Sports Car,no,0,0,No,0,0,7.0,0,z_Highly Rural/ Rural
627,141743339,0,2049-03-15,50.0,0,12.0,26748.0,No,122059.0,No,M,<High School,z_Blue Collar,25,Commercial,31770,6,Panel Truck,no,7808,3,No,2,0,6.0,0,Highly Urban/ Urban
628,482898358,0,2055-08-27,44.0,0,12.0,92673.0,No,294311.0,Yes,M,Masters,z_Blue Collar,20,Commercial,11020,10,Pickup,no,0,0,No,2,0,14.0,0,Highly Urban/ Urban
629,255731304,0,2046-11-23,52.0,0,15.0,88691.0,No,279497.0,Yes,M,Bachelors,z_Blue Collar,40,Private,18200,4,Van,yes,1261,4,No,2,0,10.0,0,Highly Urban/ Urban
630,183697567,0,2058-07-17,41.0,0,13.0,104652.0,No,277713.0,Yes,M,Masters,Professional,25,Commercial,24660,9,Panel Truck,yes,0,0,No,0,0,9.0,0,Highly Urban/ Urban
631,887149425,0,2057-11-16,42.0,3,10.0,89052.0,No,213519.0,Yes,z_F,Bachelors,z_Blue Collar,12,Commercial,15550,10,SUV,no,0,0,No,0,0,6.0,0,z_Highly Rural/ Rural
632,539729665,0,2062-01-24,37.0,2,13.0,133335.0,Yes,0.0,No,z_F,Bachelors,z_Blue Collar,15,Commercial,21740,1,SUV,no,975,2,No,6,3854,13.0,1,Highly Urban/ Urban
633,214040951,1,2040-11-20,58.0,2,17.0,3272.0,No,0.0,Yes,M,<High School,Student,42,Private,7200,1,Minivan,yes,5086,2,No,2,3231,5.0,1,Highly Urban/ Urban
634,954212606,0,2067-07-09,32.0,2,15.0,77222.0,No,160661.0,Yes,M,z_High School,Professional,36,Private,12420,4,Minivan,no,0,0,No,2,0,9.0,0,z_Highly Rural/ Rural
635,968418547,0,2060-12-07,38.0,2,14.0,58833.0,No,193644.0,Yes,M,Bachelors,z_Blue Collar,41,Commercial,17680,1,Van,yes,0,0,Yes,2,4611,10.0,1,Highly Urban/ Urban
636,524892923,1,2057-10-30,42.0,3,13.0,58797.0,Yes,0.0,No,M,PhD,z_Blue Collar,5,Commercial,19980,4,Van,yes,1310,2,No,4,0,23.0,0,Highly Urban/ Urban
637,895147164,1,2057-02-13,42.0,2,10.0,32526.0,No,165588.0,Yes,z_F,<High School,Clerical,38,Private,20150,1,Pickup,no,0,0,No,0,0,5.0,0,Highly Urban/ Urban
638,989577620,1,2055-08-29,44.0,2,14.0,13587.0,No,130260.0,Yes,z_F,z_High School,Home Maker,43,Private,7260,6,Sports Car,no,0,0,No,0,0,6.0,0,z_Highly Rural/ Rural
639,116202466,0,2052-11-18,46.0,0,13.0,53529.0,No,140734.0,Yes,M,z_High School,z_Blue Collar,50,Commercial,11700,1,Pickup,yes,0,0,No,0,0,8.0,0,z_Highly Rural/ Rural
640,272494372,3,2054-12-07,44.0,3,12.0,24197.0,Yes,0.0,No,z_F,z_High School,z_Blue Collar,44,Commercial,3920,1,Sports Car,no,0,0,No,2,0,7.0,0,z_Highly Rural/ Rural
641,17347314,0,2062-02-05,37.0,1,7.0,111183.0,Yes,314817.0,No,z_F,Bachelors,Professional,67,Private,12420,10,Sports Car,no,0,0,No,0,0,8.0,0,Highly Urban/ Urban
642,981121505,0,2053-12-08,45.0,0,14.0,65466.0,No,212677.0,Yes,M,z_High School,z_Blue Collar,24,Commercial,7080,3,Pickup,no,0,0,No,2,0,1.0,0,Highly Urban/ Urban
643,1900527,0,2051-05-11,48.0,0,14.0,48866.0,No,185826.0,Yes,z_F,Bachelors,Professional,36,Private,26400,3,Pickup,no,0,0,No,0,0,8.0,0,Highly Urban/ Urban
644,837151081,0,2027-06-04,72.0,0,16.0,63890.0,No,256797.0,Yes,z_F,Masters,Lawyer,41,Private,9100,7,Sports Car,no,4448,3,No,0,917,6.0,1,Highly Urban/ Urban
645,552457945,0,2047-07-04,52.0,0,14.0,207687.0,No,510742.0,Yes,M,Masters,z_Blue Collar,26,Commercial,35160,1,Panel Truck,no,0,0,No,0,0,16.0,0,Highly Urban/ Urban
646,646710804,0,2051-02-01,48.0,0,8.0,43075.0,No,175858.0,Yes,z_F,z_High School,Manager,52,Private,13970,4,SUV,no,5878,2,No,3,0,11.0,0,Highly Urban/ Urban
647,974496106,0,2059-08-18,40.0,0,9.0,5253.0,No,77463.0,No,z_F,z_High School,Student,23,Commercial,23600,4,Pickup,no,0,0,No,0,9162,1.0,1,Highly Urban/ Urban
648,753512533,0,2050-01-25,49.0,0,9.0,90658.0,No,276028.0,No,z_F,Bachelors,z_Blue Collar,7,Commercial,12350,13,Minivan,no,0,0,No,0,0,7.0,0,Highly Urban/ Urban
649,99626436,0,2037-08-10,62.0,0,15.0,37018.0,No,0.0,No,z_F,Bachelors,Professional,60,Private,5200,4,Sports Car,no,0,0,No,0,0,8.0,0,Highly Urban/ Urban
650,675974391,0,2054-07-25,45.0,0,13.0,32722.0,No,160661.0,Yes,z_F,z_High School,Clerical,49,Private,4770,10,Sports Car,no,0,0,No,1,0,6.0,0,Highly Urban/ Urban
651,275306071,0,2067-04-20,32.0,3,8.0,53529.0,Yes,193566.0,No,z_F,Bachelors,Clerical,43,Private,7080,4,Sports Car,no,0,0,No,0,3829,11.0,1,Highly Urban/ Urban
652,82094250,0,2057-08-25,42.0,0,9.0,54178.0,No,176935.0,No,z_F,z_High School,z_Blue Collar,39,Commercial,5700,11,SUV,no,0,0,No,1,0,8.0,0,z_Highly Rural/ Rural
653,380988425,0,2066-07-05,33.0,0,0.0,0.0,No,0.0,No,z_F,z_High School,Home Maker,31,Private,4900,4,Sports Car,no,1992,2,No,1,0,10.0,0,Highly Urban/ Urban
654,989066499,1,2056-07-11,43.0,2,16.0,45348.0,No,198638.0,Yes,z_F,z_High School,Clerical,16,Private,10330,1,Sports Car,no,0,0,No,1,0,1.0,0,Highly Urban/ Urban
655,904432751,0,2042-10-07,57.0,0,14.0,200772.0,No,465304.0,No,z_F,PhD,Doctor,27,Private,9270,1,SUV,no,0,0,No,0,4846,8.0,1,Highly Urban/ Urban
656,560287212,0,1977-06-29,22.0,0,11.0,36821.0,No,193948.0,No,z_F,Masters,z_Blue Collar,23,Private,29390,6,Pickup,no,8502,2,No,0,0,20.0,0,Highly Urban/ Urban
657,986046134,0,2046-06-05,53.0,0,13.0,108744.0,No,333039.0,Yes,M,Masters,z_Blue Collar,5,Commercial,5430,1,Pickup,yes,3267,1,No,0,6409,8.0,1,Highly Urban/ Urban
658,33286578,1,2055-11-25,43.0,2,13.0,45784.0,No,165388.0,Yes,M,<High School,z_Blue Collar,79,Commercial,14820,7,Minivan,no,0,0,No,0,0,6.0,0,Highly Urban/ Urban
659,958601721,0,2051-11-19,47.0,0,10.0,114507.0,No,0.0,No,z_F,Masters,Lawyer,27,Private,6200,7,SUV,no,900,1,No,1,0,18.0,0,Highly Urban/ Urban
660,317439005,0,2055-05-01,44.0,1,11.0,48374.0,No,215391.0,Yes,M,z_High School,z_Blue Collar,48,Commercial,34640,1,Panel Truck,no,0,0,No,0,3844,8.0,1,Highly Urban/ Urban
661,435625221,0,2049-04-02,50.0,0,11.0,53529.0,No,481028.0,No,M,PhD,z_Blue Collar,12,Commercial,8300,7,Pickup,no,1161,2,No,8,0,20.0,0,Highly Urban/ Urban
662,827178489,0,2051-06-23,48.0,0,13.0,70682.0,No,263905.0,Yes,z_F,z_High School,z_Blue Collar,25,Commercial,13370,3,Minivan,no,11976,2,No,5,0,1.0,0,Highly Urban/ Urban
663,499348624,0,2057-01-24,42.0,0,10.0,53529.0,No,51401.0,Yes,z_F,<High School,Home Maker,41,Private,7340,1,Sports Car,no,0,0,No,0,0,9.0,0,Highly Urban/ Urban
664,194669970,0,2048-11-10,51.0,0,11.0,40862.0,No,0.0,No,M,Bachelors,Professional,14,Commercial,30800,14,Panel Truck,no,3919,3,No,4,0,11.0,0,Highly Urban/ Urban
665,741358574,0,2067-03-24,32.0,1,8.0,63720.0,Yes,0.0,No,M,Bachelors,Professional,21,Commercial,18010,3,Van,yes,39833,2,Yes,6,0,9.0,0,Highly Urban/ Urban
666,348128429,0,2049-11-10,50.0,0,14.0,30795.0,No,174778.0,Yes,M,z_High School,Clerical,53,Commercial,8920,6,Pickup,yes,0,0,No,0,0,1.0,0,z_Highly Rural/ Rural
667,317842701,0,2047-06-25,52.0,0,12.0,188148.0,No,0.0,No,z_F,PhD,Lawyer,19,Private,6700,4,Sports Car,no,0,0,No,0,0,11.0,0,Highly Urban/ Urban
668,969347793,0,2058-02-22,41.0,0,10.0,19816.0,No,142622.0,Yes,M,<High School,Clerical,37,Private,11590,6,Minivan,no,0,0,No,0,0,5.0,0,z_Highly Rural/ Rural
669,729507050,0,2060-06-05,39.0,0,5.0,123064.0,No,306644.0,No,z_F,z_High School,z_Blue Collar,7,Commercial,5400,1,SUV,no,0,0,No,2,0,10.0,0,z_Highly Rural/ Rural
670,590272679,0,2072-03-06,27.0,0,8.0,53529.0,No,0.0,No,z_F,<High School,z_Blue Collar,35,Commercial,24340,1,Pickup,no,4599,1,No,2,2595,4.0,1,Highly Urban/ Urban
671,469933313,0,2046-04-21,53.0,0,12.0,48587.0,No,0.0,No,M,z_High School,z_Blue Collar,61,Commercial,19300,6,Van,no,4390,3,No,3,5951,6.0,1,Highly Urban/ Urban
672,631474711,0,2051-01-22,48.0,0,10.0,27208.0,No,0.0,No,z_F,z_High School,Student,64,Private,10150,6,SUV,no,18535,1,No,3,0,7.0,0,Highly Urban/ Urban
673,363479465,0,2047-08-01,52.0,0,13.0,152004.0,No,406183.0,Yes,z_F,Masters,Lawyer,29,Private,6700,11,SUV,no,0,0,No,0,0,1.0,0,z_Highly Rural/ Rural
674,482073984,0,2061-10-20,38.0,0,10.0,106267.0,No,0.0,No,M,Bachelors,Professional,37,Private,14810,1,Minivan,yes,0,0,No,0,0,8.0,0,Highly Urban/ Urban
675,640048389,0,2046-02-18,53.0,0,14.0,47625.0,No,161743.0,Yes,M,<High School,z_Blue Collar,53,Private,15780,9,Minivan,no,8386,1,No,4,0,6.0,0,Highly Urban/ Urban
676,974496106,0,2059-08-18,40.0,0,9.0,5253.0,No,77463.0,No,z_F,z_High School,Student,23,Commercial,8140,18,Sports Car,no,0,0,No,3,0,1.0,0,Highly Urban/ Urban
677,494552963,0,2050-08-13,49.0,0,7.0,173242.0,No,420092.0,Yes,z_F,PhD,Manager,40,Private,6400,10,SUV,no,0,0,Yes,0,0,20.0,0,Highly Urban/ Urban
678,992666577,0,2040-01-04,59.0,0,0.0,0.0,No,0.0,No,M,Bachelors,Home Maker,42,Commercial,30430,6,Panel Truck,no,1511,1,No,0,0,9.0,0,Highly Urban/ Urban
679,756075815,0,2065-06-03,34.0,1,14.0,5017.0,No,0.0,Yes,z_F,z_High School,Home Maker,76,Private,8220,4,SUV,no,0,0,No,1,0,9.0,0,z_Highly Rural/ Rural
680,52463713,0,2047-05-20,52.0,0,12.0,78609.0,No,281358.0,No,M,Bachelors,Professional,37,Private,18910,1,Van,yes,0,0,No,0,0,11.0,0,z_Highly Rural/ Rural
681,925791877,0,2064-03-12,35.0,0,11.0,85430.0,No,0.0,No,z_F,Bachelors,z_Blue Collar,14,Commercial,13540,1,SUV,no,8062,2,No,2,22134,1.0,1,Highly Urban/ Urban
682,484650249,0,2053-09-03,46.0,0,13.0,161372.0,No,0.0,No,z_F,Masters,Lawyer,36,Private,22240,6,SUV,no,6724,2,No,4,0,9.0,0,Highly Urban/ Urban
683,318742437,0,2043-09-19,56.0,0,15.0,134166.0,No,324905.0,Yes,z_F,Masters,Manager,45,Private,20520,6,Minivan,no,0,0,No,0,0,12.0,0,Highly Urban/ Urban
684,653931565,0,2051-03-02,48.0,0,11.0,81084.0,No,0.0,No,z_F,Bachelors,Professional,42,Private,27360,1,Sports Car,no,2860,1,No,4,60838,9.0,1,Highly Urban/ Urban
685,389457553,0,2063-06-04,36.0,0,12.0,204373.0,No,160661.0,Yes,M,PhD,z_Blue Collar,20,Commercial,5100,6,Pickup,no,3423,3,No,0,2705,20.0,1,Highly Urban/ Urban
686,568406779,0,2069-04-01,30.0,3,14.0,40889.0,No,147629.0,Yes,z_F,z_High School,Clerical,28,Private,29990,3,Minivan,no,0,0,No,0,0,1.0,0,z_Highly Rural/ Rural
687,779705246,3,2037-08-25,62.0,3,16.0,33995.0,No,136008.0,Yes,M,<High School,z_Blue Collar,42,Private,7700,4,SUV,yes,8002,3,No,4,16840,1.0,1,Highly Urban/ Urban
688,606191446,0,2049-02-23,50.0,0,11.0,113845.0,No,0.0,No,M,z_High School,Clerical,18,Private,12880,1,Minivan,yes,0,0,No,1,0,1.0,0,Highly Urban/ Urban
689,981096209,0,2044-09-08,55.0,0,10.0,39405.0,No,161357.0,Yes,M,Masters,z_Blue Collar,28,Commercial,10940,1,Pickup,yes,0,0,Yes,1,4423,14.0,1,Highly Urban/ Urban
690,664499270,0,2047-01-10,52.0,0,11.0,5109.0,No,0.0,No,z_F,z_High School,Home Maker,5,Private,2010,6,Sports Car,no,0,0,No,0,0,3.0,0,z_Highly Rural/ Rural
691,82554930,0,2040-08-03,59.0,0,12.0,155410.0,No,422815.0,Yes,M,Bachelors,Manager,40,Commercial,33330,7,Panel Truck,yes,4765,3,No,4,5363,10.0,1,Highly Urban/ Urban
692,814507540,0,2066-08-23,33.0,3,7.0,53529.0,No,147326.0,Yes,z_F,<High School,z_Blue Collar,38,Private,22520,5,Minivan,no,3075,1,No,6,0,1.0,0,Highly Urban/ Urban
693,891109608,0,2053-04-12,46.0,0,13.0,57933.0,No,202659.0,No,z_F,Masters,Lawyer,7,Private,16620,1,SUV,no,0,0,No,0,9893,8.0,1,Highly Urban/ Urban
694,18911750,0,2053-08-26,46.0,0,12.0,9537.0,No,113805.0,Yes,z_F,Masters,Home Maker,18,Private,10760,1,Minivan,no,5624,3,No,3,0,13.0,0,Highly Urban/ Urban
695,221782023,0,1975-11-02,24.0,1,12.0,94566.0,Yes,239142.0,No,z_F,Masters,z_Blue Collar,34,Private,3900,1,SUV,no,0,0,No,2,5495,16.0,1,Highly Urban/ Urban
696,772511257,0,2044-04-10,55.0,0,13.0,53529.0,No,315515.0,No,z_F,PhD,Home Maker,5,Private,21270,6,Sports Car,no,2622,1,No,2,5386,20.0,1,Highly Urban/ Urban
697,344149788,0,2050-12-05,48.0,0,11.0,26875.0,No,0.0,No,M,z_High School,Clerical,18,Commercial,10450,1,Pickup,no,3830,1,No,8,4194,6.0,1,Highly Urban/ Urban
698,634070423,1,2057-04-27,42.0,3,11.0,99269.0,Yes,306012.0,No,M,Bachelors,Professional,34,Commercial,25910,7,Panel Truck,yes,45894,2,Yes,1,5061,10.0,1,Highly Urban/ Urban
699,642975749,0,2049-01-31,50.0,0,11.0,102262.0,No,0.0,No,M,z_High School,z_Blue Collar,39,Commercial,16730,14,Van,yes,0,0,No,0,0,8.0,0,z_Highly Rural/ Rural
700,542062164,0,2066-01-26,33.0,1,10.0,39584.0,Yes,160661.0,No,z_F,Bachelors,z_Blue Collar,40,Commercial,10260,14,SUV,no,0,0,No,0,0,4.0,0,Highly Urban/ Urban
701,834666908,0,2043-02-24,56.0,0,12.0,95259.0,No,320094.0,Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,11030,4,Minivan,no,0,0,No,0,0,1.0,0,Highly Urban/ Urban
702,319910320,0,2050-01-12,49.0,0,8.0,76399.0,No,225768.0,Yes,M,z_High School,z_Blue Collar,44,Commercial,14040,7,Minivan,no,32239,2,Yes,5,0,1.0,0,Highly Urban/ Urban
703,270119970,0,2046-06-28,53.0,0,2.0,13753.0,No,0.0,No,z_F,<High School,Home Maker,49,Private,2880,4,Sports Car,no,0,0,No,1,0,8.0,0,z_Highly Rural/ Rural
704,752309500,0,2047-07-17,52.0,0,14.0,57134.0,No,160661.0,Yes,M,z_High School,Professional,41,Commercial,8430,4,Pickup,yes,0,0,No,2,0,8.0,0,Highly Urban/ Urban
705,180660768,0,2039-01-21,60.0,0,11.0,53529.0,No,290875.0,No,M,Masters,z_Blue Collar,44,Commercial,22780,4,Panel Truck,yes,8400,1,No,0,5190,22.0,1,Highly Urban/ Urban
706,494349872,0,2050-02-03,49.0,0,9.0,60368.0,No,170643.0,Yes,M,Bachelors,Manager,16,Private,6400,4,Pickup,no,0,0,No,0,0,4.0,0,Highly Urban/ Urban
707,580228287,0,1978-05-06,21.0,1,8.0,18483.0,Yes,0.0,No,z_F,z_High School,Clerical,20,Private,8150,1,Sports Car,no,7781,2,No,3,3038,1.0,1,Highly Urban/ Urban
708,918437912,0,2049-07-16,50.0,0,9.0,58628.0,No,0.0,No,M,Masters,Lawyer,14,Private,12360,1,Minivan,yes,0,0,No,0,1030,15.0,1,Highly Urban/ Urban
709,900527776,0,2069-04-24,30.0,4,14.0,53140.0,No,160661.0,Yes,z_F,Bachelors,Clerical,16,Private,6810,9,SUV,no,36267,1,No,0,0,13.0,0,Highly Urban/ Urban
710,97903138,0,2063-05-19,36.0,2,14.0,80765.0,No,191252.0,Yes,M,Masters,Lawyer,29,Private,13840,3,Minivan,yes,0,0,No,1,0,9.0,0,Highly Urban/ Urban
711,379632558,0,2069-07-09,30.0,0,12.0,80872.0,No,285859.0,Yes,M,Bachelors,Professional,27,Private,29580,10,Minivan,yes,0,0,No,0,0,7.0,0,z_Highly Rural/ Rural
712,523858256,0,2046-01-27,53.0,0,0.0,0.0,No,105085.0,Yes,M,Masters,Home Maker,31,Private,6800,11,Pickup,yes,0,0,No,0,0,14.0,0,Highly Urban/ Urban
713,11634102,0,2050-09-23,49.0,0,2.0,81280.0,No,241420.0,Yes,M,Bachelors,Professional,24,Private,14530,1,Minivan,no,0,0,No,0,0,6.0,0,Highly Urban/ Urban
714,112544942,0,2037-11-07,62.0,0,15.0,39953.0,No,181434.0,Yes,M,PhD,Doctor,5,Private,14740,1,SUV,yes,8006,2,No,0,0,1.0,0,Highly Urban/ Urban
715,774052555,1,2060-12-25,38.0,2,13.0,38317.0,No,125157.0,Yes,z_F,PhD,Doctor,44,Private,1500,1,Sports Car,no,2896,1,No,8,0,8.0,0,Highly Urban/ Urban
716,468564989,0,2040-04-17,59.0,0,11.0,8213.0,No,0.0,No,z_F,z_High School,Home Maker,61,Private,8840,6,SUV,no,2479,3,No,6,5109,5.0,1,Highly Urban/ Urban
717,126375450,0,2046-08-20,53.0,0,11.0,70026.0,No,0.0,No,z_F,Masters,Lawyer,39,Private,18780,10,Pickup,no,0,0,No,0,0,11.0,0,Highly Urban/ Urban
718,296960793,0,2053-05-13,46.0,0,13.0,49838.0,No,159152.0,Yes,M,z_High School,Clerical,15,Private,11080,6,Minivan,yes,0,0,No,0,0,9.0,0,Highly Urban/ Urban
719,734467603,0,2069-03-19,30.0,3,11.0,75891.0,No,222952.0,Yes,M,Masters,z_Blue Collar,33,Commercial,4500,4,Pickup,no,3919,1,No,1,2424,20.0,1,Highly Urban/ Urban
720,247424045,2,2057-03-27,42.0,2,17.0,69465.0,No,200108.0,Yes,M,Bachelors,z_Blue Collar,35,Commercial,15770,1,Minivan,yes,0,0,No,0,0,6.0,0,z_Highly Rural/ Rural
721,377628766,0,2050-09-17,49.0,0,8.0,53529.0,No,0.0,No,M,Masters,Lawyer,26,Private,12910,4,Minivan,no,0,0,No,0,0,17.0,0,Highly Urban/ Urban
722,134738919,0,2042-03-30,57.0,0,11.0,104257.0,No,160661.0,Yes,z_F,PhD,Doctor,32,Private,7650,4,SUV,no,0,0,Yes,0,0,8.0,0,Highly Urban/ Urban
723,251827434,0,2053-09-05,46.0,0,0.0,0.0,No,0.0,No,z_F,z_High School,Student,23,Commercial,10080,1,SUV,no,0,0,No,0,0,10.0,0,z_Highly Rural/ Rural
724,57808809,0,2056-08-03,43.0,4,11.0,69651.0,No,272225.0,Yes,M,z_High School,z_Blue Collar,50,Commercial,19210,10,Van,yes,0,0,No,0,0,7.0,0,Highly Urban/ Urban
725,938382235,0,2049-08-02,50.0,0,12.0,92237.0,No,0.0,No,M,Bachelors,z_Blue Collar,56,Commercial,15720,13,Minivan,yes,0,0,No,3,0,11.0,0,z_Highly Rural/ Rural
726,315755344,1,2057-05-03,42.0,1,9.0,61995.0,Yes,0.0,No,z_F,Bachelors,Professional,52,Private,36080,1,Minivan,no,0,0,No,3,27496,8.0,1,Highly Urban/ Urban
727,600749165,0,2057-09-17,42.0,0,7.0,178453.0,No,450858.0,Yes,z_F,Masters,Lawyer,29,Private,24790,6,SUV,no,0,0,No,1,0,17.0,0,Highly Urban/ Urban
728,233252730,0,2051-05-11,48.0,0,8.0,134140.0,No,0.0,No,M,PhD,Manager,34,Commercial,30240,1,Panel Truck,no,7478,2,No,6,0,13.0,0,Highly Urban/ Urban
729,109627178,1,2061-03-07,38.0,2,11.0,22938.0,Yes,0.0,No,z_F,z_High School,Clerical,38,Private,14170,4,SUV,no,9785,2,No,0,5862,1.0,1,z_Highly Rural/ Rural
730,156186403,0,2045-12-13,53.0,0,13.0,53529.0,No,499433.0,Yes,M,PhD,Doctor,26,Private,14610,6,Minivan,no,0,0,No,0,0,5.0,0,Highly Urban/ Urban
731,73630929,0,2043-08-09,56.0,0,9.0,29401.0,No,195993.0,Yes,z_F,z_High School,Clerical,43,Private,18350,14,SUV,no,0,0,No,0,0,6.0,0,z_Highly Rural/ Rural
732,365565054,0,2048-01-06,51.0,0,4.0,72453.0,No,0.0,No,z_F,PhD,Doctor,52,Private,13850,1,SUV,no,2847,4,No,7,0,15.0,0,Highly Urban/ Urban
733,420707558,0,2056-05-04,43.0,0,10.0,53529.0,No,0.0,No,z_F,<High School,Clerical,50,Private,14080,4,Minivan,no,0,0,No,0,0,1.0,0,z_Highly Rural/ Rural
734,314006147,0,2047-07-19,52.0,0,10.0,47417.0,No,229556.0,No,M,Masters,Lawyer,61,Private,8840,10,Minivan,no,0,0,No,0,0,13.0,0,Highly Urban/ Urban
735,860143895,0,2057-06-03,42.0,0,12.0,91845.0,No,261848.0,Yes,z_F,Masters,Professional,41,Private,33490,11,SUV,no,0,0,No,0,0,19.0,0,Highly Urban/ Urban
736,166073270,0,2067-10-28,32.0,0,10.0,16118.0,No,0.0,No,z_F,<High School,z_Blue Collar,44,Private,6380,1,SUV,no,7223,1,No,4,3960,1.0,1,Highly Urban/ Urban
737,324060462,0,2056-12-18,42.0,0,13.0,172119.0,No,429985.0,Yes,M,PhD,Manager,26,Commercial,7580,16,Pickup,no,0,0,No,0,0,12.0,0,Highly Urban/ Urban
738,600385688,0,2072-07-27,27.0,3,15.0,52335.0,No,187295.0,Yes,M,Bachelors,Clerical,24,Private,9430,18,Minivan,no,0,0,No,0,0,7.0,0,Highly Urban/ Urban
739,329152754,0,2061-07-25,38.0,2,10.0,40180.0,No,164346.0,Yes,z_F,Masters,Home Maker,23,Private,3320,1,Sports Car,no,0,0,No,0,0,2.0,0,z_Highly Rural/ Rural
